DeviceSerialNumber,SensorType,Unit,Status,Date,Value
CA21101001-05,Light,Lux,Good,2021-12-01T19:40,374
CA21101001-06,TVOC,ppm,Good,2021-12-01T19:40,36
CA21101001-06,Light,Lux,Good,2021-12-01T19:40,349
CA21101001-06,pH,pH,Good,2021-12-01T19:40,6.16
FH21101001,pH,pH,Good,2021-12-01T19:45,8
FH21101001,Light,Lux,Good,2021-12-01T19:45,475
FH21101001,TVOC,ppm,Good,2021-12-01T19:45,54
FH21101001,Humidity,%,Good,2021-12-01T19:45,69
FH21101001,Velocity,m/s,Good,2021-12-01T19:45,0.02
FH21101002,Temperature,oC,Good,2021-12-01T19:45,25.7
FH21101002,Humidity,%,Good,2021-12-01T19:45,74
FH21101001,Temperature,oC,Good,2021-12-01T19:45,25.4
FH21101002,Velocity,m/s,Good,2021-12-01T19:45,0.78
FH21101003,Humidity,%,Good,2021-12-01T19:45,68
FH21101003,Velocity,m/s,Good,2021-12-01T19:45,0.13
FH21101002,TVOC,ppm,Good,2021-12-01T19:45,34
FH21101002,Light,Lux,Good,2021-12-01T19:45,325
FH21101002,pH,pH,Good,2021-12-01T19:45,5.88
FH21101003,pH,pH,Good,2021-12-01T19:45,5.67
FH21101003,Temperature,oC,Good,2021-12-01T19:45,25.3
FH21101003,TVOC,ppm,Good,2021-12-01T19:45,47
CA21101001-01,Humidity,%,Good,2021-12-01T19:45,73
FH21101003,Light,Lux,Good,2021-12-01T19:45,351
CA21101001-01,Temperature,oC,Good,2021-12-01T19:45,25.2
FH21101004,pH,pH,Good,2021-12-01T19:45,5.15
FH21101004,Temperature,oC,Good,2021-12-01T19:45,26.3
FH21101004,Velocity,m/s,Good,2021-12-01T19:45,0.27
CA21101001-01,TVOC,ppm,Good,2021-12-01T19:45,58
FH21101004,Humidity,%,Good,2021-12-01T19:45,73
FH21101004,Light,Lux,Good,2021-12-01T19:45,573
FH21101004,TVOC,ppm,Good,2021-12-01T19:45,44
CA21101001-01,pH,pH,Good,2021-12-01T19:45,6.27
CA21101001-01,Light,Lux,Good,2021-12-01T19:45,427
CA21101001-02,Humidity,%,Good,2021-12-01T19:45,73
CA21101001-01,Velocity,m/s,Good,2021-12-01T19:45,0.4
CA21101001-02,Temperature,oC,Good,2021-12-01T19:45,25.1
CA21101001-02,TVOC,ppm,Good,2021-12-01T19:45,39
CA21101001-02,Light,Lux,Good,2021-12-01T19:45,383
CA21101001-02,Velocity,m/s,Good,2021-12-01T19:45,0.92
CA21101001-03,Temperature,oC,Good,2021-12-01T19:45,26.5
CA21101001-04,Velocity,m/s,Good,2021-12-01T19:45,0.85
CA21101001-04,Humidity,%,Good,2021-12-01T19:45,73
CA21101001-02,pH,pH,Good,2021-12-01T19:45,7.55
CA21101001-04,Light,Lux,Good,2021-12-01T19:45,436
CA21101001-03,TVOC,ppm,Good,2021-12-01T19:45,60
CA21101001-03,Light,Lux,Good,2021-12-01T19:45,375
CA21101001-03,pH,pH,Good,2021-12-01T19:45,7.83
CA21101001-04,TVOC,ppm,Good,2021-12-01T19:45,59
CA21101001-04,Temperature,oC,Good,2021-12-01T19:45,26
CA21101001-03,Humidity,%,Good,2021-12-01T19:45,74
CA21101001-03,Velocity,m/s,Good,2021-12-01T19:45,0.56
CA21101001-05,TVOC,ppm,Good,2021-12-01T19:45,49
CA21101001-04,pH,pH,Good,2021-12-01T19:45,5.75
CA21101001-05,Humidity,%,Good,2021-12-01T19:45,72
CA21101001-05,Velocity,m/s,Good,2021-12-01T19:45,0.7
CA21101001-05,Light,Lux,Good,2021-12-01T19:45,426
CA21101001-06,Humidity,%,Good,2021-12-01T19:45,69
CA21101001-05,Temperature,oC,Good,2021-12-01T19:45,25.1
CA21101001-06,TVOC,ppm,Good,2021-12-01T19:45,25
CA21101001-05,pH,pH,Good,2021-12-01T19:45,5.05
CA21101001-06,Temperature,oC,Good,2021-12-01T19:45,26.4
CA21101001-06,Light,Lux,Good,2021-12-01T19:45,427
CA21101001-06,Velocity,m/s,Good,2021-12-01T19:45,0.14
CA21101001-06,pH,pH,Good,2021-12-01T19:45,7.16
FH21101001,Velocity,m/s,Good,2021-12-01T19:50,0.93
FH21101002,Temperature,oC,Good,2021-12-01T19:50,26.8
FH21101002,Humidity,%,Good,2021-12-01T19:50,73
FH21101001,TVOC,ppm,Good,2021-12-01T19:50,59
FH21101002,TVOC,ppm,Good,2021-12-01T19:50,41
FH21101001,Light,Lux,Good,2021-12-01T19:50,317
FH21101001,pH,pH,Good,2021-12-01T19:50,5.9
FH21101001,Humidity,%,Good,2021-12-01T19:50,71
FH21101003,Humidity,%,Good,2021-12-01T19:50,73
FH21101003,Temperature,oC,Good,2021-12-01T19:50,26.5
FH21101003,TVOC,ppm,Good,2021-12-01T19:50,47
FH21101002,Velocity,m/s,Good,2021-12-01T19:50,0.44
FH21101004,Temperature,oC,Good,2021-12-01T19:50,25.8
FH21101002,pH,pH,Good,2021-12-01T19:50,5.95
FH21101001,Temperature,oC,Good,2021-12-01T19:50,25.6
FH21101003,Velocity,m/s,Good,2021-12-01T19:50,0.55
FH21101003,pH,pH,Good,2021-12-01T19:50,5.74
FH21101003,Light,Lux,Good,2021-12-01T19:50,396
FH21101004,Humidity,%,Good,2021-12-01T19:50,71
FH21101002,Light,Lux,Good,2021-12-01T19:50,376
CA21101001-01,Velocity,m/s,Good,2021-12-01T19:50,0.01
CA21101001-01,Humidity,%,Good,2021-12-01T19:50,70
CA21101001-01,Temperature,oC,Good,2021-12-01T19:50,25.9
CA21101001-01,TVOC,ppm,Good,2021-12-01T19:50,58
FH21101004,Velocity,m/s,Good,2021-12-01T19:50,0.44
FH21101004,Light,Lux,Good,2021-12-01T19:50,302
FH21101004,pH,pH,Good,2021-12-01T19:50,5.43
FH21101004,TVOC,ppm,Good,2021-12-01T19:50,60
CA21101001-03,Humidity,%,Good,2021-12-01T19:50,74
CA21101001-02,Light,Lux,Good,2021-12-01T19:50,344
CA21101001-01,Light,Lux,Good,2021-12-01T19:50,430
CA21101001-02,Velocity,m/s,Good,2021-12-01T19:50,0.29
CA21101001-02,Humidity,%,Good,2021-12-01T19:50,71
CA21101001-02,TVOC,ppm,Good,2021-12-01T19:50,26
CA21101001-02,Temperature,oC,Good,2021-12-01T19:50,25.2
CA21101001-01,pH,pH,Good,2021-12-01T19:50,6.13
CA21101001-03,TVOC,ppm,Good,2021-12-01T19:50,58
CA21101001-02,pH,pH,Good,2021-12-01T19:50,7.83
CA21101001-03,Temperature,oC,Good,2021-12-01T19:50,25.9
CA21101001-04,Velocity,m/s,Good,2021-12-01T19:50,0.14
CA21101001-04,Light,Lux,Good,2021-12-01T19:50,305
CA21101001-03,Light,Lux,Good,2021-12-01T19:50,377
CA21101001-04,Temperature,oC,Good,2021-12-01T19:50,26.5
CA21101001-03,Velocity,m/s,Good,2021-12-01T19:50,0.84
CA21101001-04,TVOC,ppm,Good,2021-12-01T19:50,50
CA21101001-05,Light,Lux,Good,2021-12-01T19:50,456
CA21101001-04,pH,pH,Good,2021-12-01T19:50,6.26
CA21101001-03,pH,pH,Good,2021-12-01T19:50,5.25
CA21101001-04,Humidity,%,Good,2021-12-01T19:50,69
CA21101001-06,Humidity,%,Good,2021-12-01T19:50,68
CA21101001-06,Velocity,m/s,Good,2021-12-01T19:50,0.41
CA21101001-05,Temperature,oC,Good,2021-12-01T19:50,25.9
CA21101001-06,pH,pH,Good,2021-12-01T19:50,6.98
CA21101001-05,Velocity,m/s,Good,2021-12-01T19:50,0.68
CA21101001-05,pH,pH,Good,2021-12-01T19:50,7.53
CA21101001-06,Temperature,oC,Good,2021-12-01T19:50,25.2
CA21101001-05,Humidity,%,Good,2021-12-01T19:50,71
CA21101001-06,TVOC,ppm,Good,2021-12-01T19:50,33
CA21101001-05,TVOC,ppm,Good,2021-12-01T19:50,34
CA21101001-06,Light,Lux,Good,2021-12-01T19:50,446
FH21101001,Light,Lux,Good,2021-12-01T19:55,311
FH21101001,Temperature,oC,Good,2021-12-01T19:55,27
FH21101002,TVOC,ppm,Good,2021-12-01T19:55,33
FH21101002,Humidity,%,Good,2021-12-01T19:55,68
FH21101001,TVOC,ppm,Good,2021-12-01T19:55,56
FH21101001,Humidity,%,Good,2021-12-01T19:55,72
FH21101001,Velocity,m/s,Good,2021-12-01T19:55,0.03
FH21101002,Temperature,oC,Good,2021-12-01T19:55,26.3
FH21101002,Velocity,m/s,Good,2021-12-01T19:55,0.5
FH21101003,Temperature,oC,Good,2021-12-01T19:55,25.7
FH21101003,Light,Lux,Good,2021-12-01T19:55,406
FH21101003,pH,pH,Good,2021-12-01T19:55,6.84
FH21101002,pH,pH,Good,2021-12-01T19:55,5.35
FH21101001,pH,pH,Good,2021-12-01T19:55,6.34
FH21101003,Velocity,m/s,Good,2021-12-01T19:55,0.17
FH21101003,Humidity,%,Good,2021-12-01T19:55,68
FH21101004,Temperature,oC,Good,2021-12-01T19:55,25.6
FH21101003,TVOC,ppm,Good,2021-12-01T19:55,37
FH21101002,Light,Lux,Good,2021-12-01T19:55,585
FH21101004,Light,Lux,Good,2021-12-01T19:55,351
FH21101004,Humidity,%,Good,2021-12-01T19:55,73
FH21101004,TVOC,ppm,Good,2021-12-01T19:55,36
CA21101001-01,Velocity,m/s,Good,2021-12-01T19:55,0.86
CA21101001-01,TVOC,ppm,Good,2021-12-01T19:55,55
CA21101001-01,Humidity,%,Good,2021-12-01T19:55,71
FH21101004,pH,pH,Good,2021-12-01T19:55,7.7
CA21101001-01,Temperature,oC,Good,2021-12-01T19:55,25
FH21101004,Velocity,m/s,Good,2021-12-01T19:55,0.31
CA21101001-01,Light,Lux,Good,2021-12-01T19:55,386
CA21101001-02,pH,pH,Good,2021-12-01T19:55,7.81
CA21101001-02,Temperature,oC,Good,2021-12-01T19:55,27
CA21101001-02,Humidity,%,Good,2021-12-01T19:55,69
CA21101001-01,pH,pH,Good,2021-12-01T19:55,6.52
CA21101001-02,Light,Lux,Good,2021-12-01T19:55,347
CA21101001-02,TVOC,ppm,Good,2021-12-01T19:55,32
CA21101001-02,Velocity,m/s,Good,2021-12-01T19:55,0.35
CA21101001-04,Humidity,%,Good,2021-12-01T19:55,74
CA21101001-03,Temperature,oC,Good,2021-12-01T19:55,25.7
CA21101001-03,Light,Lux,Good,2021-12-01T19:55,356
CA21101001-04,TVOC,ppm,Good,2021-12-01T19:55,53
CA21101001-04,Temperature,oC,Good,2021-12-01T19:55,25.2
CA21101001-03,TVOC,ppm,Good,2021-12-01T19:55,48
CA21101001-03,pH,pH,Good,2021-12-01T19:55,5.13
CA21101001-03,Velocity,m/s,Good,2021-12-01T19:55,0.24
CA21101001-03,Humidity,%,Good,2021-12-01T19:55,69
CA21101001-05,Temperature,oC,Good,2021-12-01T19:55,25.7
CA21101001-04,Velocity,m/s,Good,2021-12-01T19:55,0.41
CA21101001-04,pH,pH,Good,2021-12-01T19:55,5.96
CA21101001-05,Humidity,%,Good,2021-12-01T19:55,68
CA21101001-04,Light,Lux,Good,2021-12-01T19:55,488
CA21101001-05,TVOC,ppm,Good,2021-12-01T19:55,57
CA21101001-05,Light,Lux,Good,2021-12-01T19:55,597
CA21101001-06,Temperature,oC,Good,2021-12-01T19:55,26.1
CA21101001-06,Velocity,m/s,Good,2021-12-01T19:55,0.76
CA21101001-05,pH,pH,Good,2021-12-01T19:55,7.57
CA21101001-06,Humidity,%,Good,2021-12-01T19:55,73
CA21101001-06,TVOC,ppm,Good,2021-12-01T19:55,45
CA21101001-06,pH,pH,Good,2021-12-01T19:55,6.77
CA21101001-05,Velocity,m/s,Good,2021-12-01T19:55,0.49
CA21101001-06,Light,Lux,Good,2021-12-01T19:55,388
FH21101001,Humidity,%,Good,2021-12-01T20:00,72
FH21101001,Velocity,m/s,Good,2021-12-01T20:00,0.97
FH21101001,pH,pH,Good,2021-12-01T20:00,7.51
FH21101001,Light,Lux,Good,2021-12-01T20:00,305
FH21101001,TVOC,ppm,Good,2021-12-01T20:00,26
FH21101002,Humidity,%,Good,2021-12-01T20:00,68
FH21101003,Humidity,%,Good,2021-12-01T20:00,68
FH21101002,Temperature,oC,Good,2021-12-01T20:00,26.5
FH21101001,Temperature,oC,Good,2021-12-01T20:00,26.6
FH21101003,Temperature,oC,Good,2021-12-01T20:00,26.3
FH21101003,Light,Lux,Good,2021-12-01T20:00,433
FH21101002,pH,pH,Good,2021-12-01T20:00,7.62
FH21101002,Velocity,m/s,Good,2021-12-01T20:00,0.68
FH21101003,Velocity,m/s,Good,2021-12-01T20:00,0.71
FH21101003,pH,pH,Good,2021-12-01T20:00,6.33
FH21101003,TVOC,ppm,Good,2021-12-01T20:00,56
FH21101004,Temperature,oC,Good,2021-12-01T20:00,25.5
FH21101002,TVOC,ppm,Good,2021-12-01T20:00,59
FH21101004,Light,Lux,Good,2021-12-01T20:00,320
FH21101004,pH,pH,Good,2021-12-01T20:00,6.79
FH21101002,Light,Lux,Good,2021-12-01T20:00,526
FH21101004,TVOC,ppm,Good,2021-12-01T20:00,47
FH21101004,Velocity,m/s,Good,2021-12-01T20:00,0.32
CA21101001-01,Temperature,oC,Good,2021-12-01T20:00,26.6
CA21101001-01,TVOC,ppm,Good,2021-12-01T20:00,41
FH21101004,Humidity,%,Good,2021-12-01T20:00,72
CA21101001-01,Velocity,m/s,Good,2021-12-01T20:00,0.04
CA21101001-01,Humidity,%,Good,2021-12-01T20:00,74
CA21101001-02,Light,Lux,Good,2021-12-01T20:00,587
CA21101001-01,Light,Lux,Good,2021-12-01T20:00,442
CA21101001-02,pH,pH,Good,2021-12-01T20:00,5.53
CA21101001-02,Velocity,m/s,Good,2021-12-01T20:00,0.3
CA21101001-02,Humidity,%,Good,2021-12-01T20:00,74
CA21101001-02,Temperature,oC,Good,2021-12-01T20:00,25.5
CA21101001-03,Temperature,oC,Good,2021-12-01T20:00,25.4
CA21101001-02,TVOC,ppm,Good,2021-12-01T20:00,30
CA21101001-03,Humidity,%,Good,2021-12-01T20:00,71
CA21101001-03,pH,pH,Good,2021-12-01T20:00,7.76
CA21101001-01,pH,pH,Good,2021-12-01T20:00,7.54
CA21101001-04,Humidity,%,Good,2021-12-01T20:00,70
CA21101001-04,pH,pH,Good,2021-12-01T20:00,5.42
CA21101001-03,Light,Lux,Good,2021-12-01T20:00,400
CA21101001-03,Velocity,m/s,Good,2021-12-01T20:00,0.08
CA21101001-04,Light,Lux,Good,2021-12-01T20:00,398
CA21101001-04,Temperature,oC,Good,2021-12-01T20:00,26.4
CA21101001-04,Velocity,m/s,Good,2021-12-01T20:00,0.22
CA21101001-03,TVOC,ppm,Good,2021-12-01T20:00,32
CA21101001-04,TVOC,ppm,Good,2021-12-01T20:00,50
CA21101001-05,Light,Lux,Good,2021-12-01T20:00,422
CA21101001-06,Velocity,m/s,Good,2021-12-01T20:00,0.54
CA21101001-05,TVOC,ppm,Good,2021-12-01T20:00,44
CA21101001-06,TVOC,ppm,Good,2021-12-01T20:00,39
CA21101001-05,Velocity,m/s,Good,2021-12-01T20:00,0.09
CA21101001-06,Humidity,%,Good,2021-12-01T20:00,72
CA21101001-06,Temperature,oC,Good,2021-12-01T20:00,26.8
CA21101001-05,pH,pH,Good,2021-12-01T20:00,5.22
CA21101001-05,Humidity,%,Good,2021-12-01T20:00,68
CA21101001-06,pH,pH,Good,2021-12-01T20:00,7.19
CA21101001-05,Temperature,oC,Good,2021-12-01T20:00,27
CA21101001-06,Light,Lux,Good,2021-12-01T20:00,455
FH21101001,Light,Lux,Good,2021-12-01T20:05,559
FH21101002,Temperature,oC,Good,2021-12-01T20:05,25.7
FH21101002,Humidity,%,Good,2021-12-01T20:05,70
FH21101001,pH,pH,Good,2021-12-01T20:05,5.43
FH21101001,Velocity,m/s,Good,2021-12-01T20:05,0.46
FH21101003,Temperature,oC,Good,2021-12-01T20:05,25.7
FH21101002,TVOC,ppm,Good,2021-12-01T20:05,38
FH21101001,Humidity,%,Good,2021-12-01T20:05,70
FH21101001,TVOC,ppm,Good,2021-12-01T20:05,41
FH21101003,Light,Lux,Good,2021-12-01T20:05,336
FH21101004,Temperature,oC,Good,2021-12-01T20:05,26.2
FH21101003,TVOC,ppm,Good,2021-12-01T20:05,56
FH21101003,Humidity,%,Good,2021-12-01T20:05,72
FH21101003,Velocity,m/s,Good,2021-12-01T20:05,0.13
FH21101003,pH,pH,Good,2021-12-01T20:05,7.56
FH21101002,Velocity,m/s,Good,2021-12-01T20:05,0.08
FH21101001,Temperature,oC,Good,2021-12-01T20:05,25.6
FH21101004,Velocity,m/s,Good,2021-12-01T20:05,0.16
FH21101002,pH,pH,Good,2021-12-01T20:05,5.7
CA21101001-01,Humidity,%,Good,2021-12-01T20:05,73
CA21101001-01,Velocity,m/s,Good,2021-12-01T20:05,0.39
FH21101002,Light,Lux,Good,2021-12-01T20:05,337
FH21101004,Light,Lux,Good,2021-12-01T20:05,401
CA21101001-01,Temperature,oC,Good,2021-12-01T20:05,26
FH21101004,Humidity,%,Good,2021-12-01T20:05,72
CA21101001-01,TVOC,ppm,Good,2021-12-01T20:05,40
FH21101004,pH,pH,Good,2021-12-01T20:05,5.47
FH21101004,TVOC,ppm,Good,2021-12-01T20:05,54
CA21101001-02,pH,pH,Good,2021-12-01T20:05,7.66
CA21101001-02,TVOC,ppm,Good,2021-12-01T20:05,43
CA21101001-01,Light,Lux,Good,2021-12-01T20:05,310
CA21101001-01,pH,pH,Good,2021-12-01T20:05,5.81
CA21101001-03,Humidity,%,Good,2021-12-01T20:05,71
CA21101001-02,Humidity,%,Good,2021-12-01T20:05,74
CA21101001-02,Light,Lux,Good,2021-12-01T20:05,399
CA21101001-02,Velocity,m/s,Good,2021-12-01T20:05,0.29
CA21101001-03,Temperature,oC,Good,2021-12-01T20:05,25.1
CA21101001-02,Temperature,oC,Good,2021-12-01T20:05,25.2
CA21101001-03,TVOC,ppm,Good,2021-12-01T20:05,48
CA21101001-03,Velocity,m/s,Good,2021-12-01T20:05,0.99
CA21101001-03,Light,Lux,Good,2021-12-01T20:05,388
CA21101001-04,Light,Lux,Good,2021-12-01T20:05,395
CA21101001-04,TVOC,ppm,Good,2021-12-01T20:05,53
CA21101001-04,pH,pH,Good,2021-12-01T20:05,6.96
CA21101001-04,Temperature,oC,Good,2021-12-01T20:05,25.3
CA21101001-04,Humidity,%,Good,2021-12-01T20:05,74
CA21101001-03,pH,pH,Good,2021-12-01T20:05,6.78
CA21101001-04,Velocity,m/s,Good,2021-12-01T20:05,0.2
CA21101001-05,Light,Lux,Good,2021-12-01T20:05,436
CA21101001-05,TVOC,ppm,Good,2021-12-01T20:05,41
CA21101001-06,Humidity,%,Good,2021-12-01T20:05,74
CA21101001-05,pH,pH,Good,2021-12-01T20:05,5.98
CA21101001-05,Temperature,oC,Good,2021-12-01T20:05,26.9
CA21101001-05,Humidity,%,Good,2021-12-01T20:05,72
CA21101001-06,Temperature,oC,Good,2021-12-01T20:05,26.2
CA21101001-05,Velocity,m/s,Good,2021-12-01T20:05,0.56
CA21101001-06,Velocity,m/s,Good,2021-12-01T20:05,0.08
CA21101001-06,TVOC,ppm,Good,2021-12-01T20:05,38
CA21101001-06,pH,pH,Good,2021-12-01T20:05,6.02
CA21101001-06,Light,Lux,Good,2021-12-01T20:05,533
FH21101002,TVOC,ppm,Good,2021-12-01T20:10,45
FH21101001,TVOC,ppm,Good,2021-12-01T20:10,39
FH21101001,Temperature,oC,Good,2021-12-01T20:10,25.9
FH21101001,pH,pH,Good,2021-12-01T20:10,6.75
FH21101001,Humidity,%,Good,2021-12-01T20:10,72
FH21101002,Temperature,oC,Good,2021-12-01T20:10,25.4
FH21101001,Light,Lux,Good,2021-12-01T20:10,376
FH21101002,Humidity,%,Good,2021-12-01T20:10,72
FH21101003,Velocity,m/s,Good,2021-12-01T20:10,0.82
FH21101003,Temperature,oC,Good,2021-12-01T20:10,25.2
FH21101002,Velocity,m/s,Good,2021-12-01T20:10,0.28
FH21101001,Velocity,m/s,Good,2021-12-01T20:10,0.17
FH21101002,pH,pH,Good,2021-12-01T20:10,6.33
FH21101003,TVOC,ppm,Good,2021-12-01T20:10,26
FH21101003,pH,pH,Good,2021-12-01T20:10,7.26
FH21101004,Temperature,oC,Good,2021-12-01T20:10,26
FH21101003,Light,Lux,Good,2021-12-01T20:10,583
FH21101003,Humidity,%,Good,2021-12-01T20:10,72
CA21101001-01,Temperature,oC,Good,2021-12-01T20:10,26.2
FH21101004,pH,pH,Good,2021-12-01T20:10,7.07
FH21101004,Humidity,%,Good,2021-12-01T20:10,73
FH21101002,Light,Lux,Good,2021-12-01T20:10,416
CA21101001-01,Humidity,%,Good,2021-12-01T20:10,73
CA21101001-01,Velocity,m/s,Good,2021-12-01T20:10,0.51
FH21101004,TVOC,ppm,Good,2021-12-01T20:10,55
FH21101004,Velocity,m/s,Good,2021-12-01T20:10,0.83
FH21101004,Light,Lux,Good,2021-12-01T20:10,365
CA21101001-01,TVOC,ppm,Good,2021-12-01T20:10,40
CA21101001-01,pH,pH,Good,2021-12-01T20:10,7.75
CA21101001-02,Humidity,%,Good,2021-12-01T20:10,74
CA21101001-02,Velocity,m/s,Good,2021-12-01T20:10,0.04
CA21101001-02,TVOC,ppm,Good,2021-12-01T20:10,28
CA21101001-01,Light,Lux,Good,2021-12-01T20:10,305
CA21101001-03,Temperature,oC,Good,2021-12-01T20:10,26.9
CA21101001-03,Humidity,%,Good,2021-12-01T20:10,72
CA21101001-02,Temperature,oC,Good,2021-12-01T20:10,25.8
CA21101001-02,pH,pH,Good,2021-12-01T20:10,5.27
CA21101001-02,Light,Lux,Good,2021-12-01T20:10,492
CA21101001-03,Velocity,m/s,Good,2021-12-01T20:10,0.03
CA21101001-04,TVOC,ppm,Good,2021-12-01T20:10,27
CA21101001-04,Velocity,m/s,Good,2021-12-01T20:10,0.35
CA21101001-03,Light,Lux,Good,2021-12-01T20:10,360
CA21101001-04,pH,pH,Good,2021-12-01T20:10,6.86
CA21101001-03,TVOC,ppm,Good,2021-12-01T20:10,29
CA21101001-04,Temperature,oC,Good,2021-12-01T20:10,26.4
CA21101001-03,pH,pH,Good,2021-12-01T20:10,7.56
CA21101001-04,Humidity,%,Good,2021-12-01T20:10,69
CA21101001-04,Light,Lux,Good,2021-12-01T20:10,338
CA21101001-05,pH,pH,Good,2021-12-01T20:10,6.74
CA21101001-05,TVOC,ppm,Good,2021-12-01T20:10,44
CA21101001-06,Temperature,oC,Good,2021-12-01T20:10,26.3
CA21101001-06,Humidity,%,Good,2021-12-01T20:10,68
CA21101001-05,Velocity,m/s,Good,2021-12-01T20:10,0.47
CA21101001-05,Temperature,oC,Good,2021-12-01T20:10,26.7
CA21101001-05,Humidity,%,Good,2021-12-01T20:10,74
CA21101001-06,TVOC,ppm,Good,2021-12-01T20:10,30
CA21101001-06,Velocity,m/s,Good,2021-12-01T20:10,0.83
CA21101001-05,Light,Lux,Good,2021-12-01T20:10,445
CA21101001-06,Light,Lux,Good,2021-12-01T20:10,459
CA21101001-06,pH,pH,Good,2021-12-01T20:10,7.34
FH21101002,TVOC,ppm,Good,2021-12-01T20:15,40
FH21101001,Humidity,%,Good,2021-12-01T20:15,70
FH21101001,pH,pH,Good,2021-12-01T20:15,7.97
FH21101001,Light,Lux,Good,2021-12-01T20:15,571
FH21101001,Velocity,m/s,Good,2021-12-01T20:15,0.85
FH21101001,TVOC,ppm,Good,2021-12-01T20:15,56
FH21101002,Humidity,%,Good,2021-12-01T20:15,71
FH21101001,Temperature,oC,Good,2021-12-01T20:15,26.9
FH21101003,TVOC,ppm,Good,2021-12-01T20:15,55
FH21101003,Light,Lux,Good,2021-12-01T20:15,503
FH21101003,Temperature,oC,Good,2021-12-01T20:15,26.5
FH21101002,Temperature,oC,Good,2021-12-01T20:15,26.5
FH21101002,Velocity,m/s,Good,2021-12-01T20:15,0.67
FH21101003,Velocity,m/s,Good,2021-12-01T20:15,0.23
FH21101003,pH,pH,Good,2021-12-01T20:15,5.51
FH21101003,Humidity,%,Good,2021-12-01T20:15,70
FH21101002,pH,pH,Good,2021-12-01T20:15,6.89
FH21101002,Light,Lux,Good,2021-12-01T20:15,455
FH21101004,Temperature,oC,Good,2021-12-01T20:15,25.3
FH21101004,TVOC,ppm,Good,2021-12-01T20:15,49
CA21101001-01,TVOC,ppm,Good,2021-12-01T20:15,32
CA21101001-01,Temperature,oC,Good,2021-12-01T20:15,26.8
FH21101004,Velocity,m/s,Good,2021-12-01T20:15,0.31
CA21101001-01,Humidity,%,Good,2021-12-01T20:15,74
FH21101004,Light,Lux,Good,2021-12-01T20:15,326
FH21101004,pH,pH,Good,2021-12-01T20:15,6.1
CA21101001-02,Velocity,m/s,Good,2021-12-01T20:15,0.63
CA21101001-01,Velocity,m/s,Good,2021-12-01T20:15,0.82
CA21101001-02,Light,Lux,Good,2021-12-01T20:15,423
CA21101001-01,Light,Lux,Good,2021-12-01T20:15,462
CA21101001-01,pH,pH,Good,2021-12-01T20:15,7.41
CA21101001-02,TVOC,ppm,Good,2021-12-01T20:15,59
FH21101004,Humidity,%,Good,2021-12-01T20:15,68
CA21101001-02,pH,pH,Good,2021-12-01T20:15,6.75
CA21101001-02,Humidity,%,Good,2021-12-01T20:15,68
CA21101001-03,Humidity,%,Good,2021-12-01T20:15,69
CA21101001-03,pH,pH,Good,2021-12-01T20:15,7.5
CA21101001-02,Temperature,oC,Good,2021-12-01T20:15,26.2
CA21101001-03,Temperature,oC,Good,2021-12-01T20:15,26.2
CA21101001-04,Temperature,oC,Good,2021-12-01T20:15,26.8
CA21101001-03,Velocity,m/s,Good,2021-12-01T20:15,0.79
CA21101001-04,pH,pH,Good,2021-12-01T20:15,7.04
CA21101001-04,Humidity,%,Good,2021-12-01T20:15,70
CA21101001-04,TVOC,ppm,Good,2021-12-01T20:15,50
CA21101001-03,TVOC,ppm,Good,2021-12-01T20:15,31
CA21101001-05,Humidity,%,Good,2021-12-01T20:15,71
CA21101001-04,Light,Lux,Good,2021-12-01T20:15,367
CA21101001-03,Light,Lux,Good,2021-12-01T20:15,452
CA21101001-06,Humidity,%,Good,2021-12-01T20:15,74
CA21101001-04,Velocity,m/s,Good,2021-12-01T20:15,0.65
CA21101001-05,TVOC,ppm,Good,2021-12-01T20:15,47
CA21101001-06,Temperature,oC,Good,2021-12-01T20:15,26.9
CA21101001-06,Velocity,m/s,Good,2021-12-01T20:15,0.49
CA21101001-05,Light,Lux,Good,2021-12-01T20:15,538
CA21101001-06,TVOC,ppm,Good,2021-12-01T20:15,39
CA21101001-05,Temperature,oC,Good,2021-12-01T20:15,25.7
CA21101001-05,pH,pH,Good,2021-12-01T20:15,7.39
CA21101001-05,Velocity,m/s,Good,2021-12-01T20:15,0.14
CA21101001-06,pH,pH,Good,2021-12-01T20:15,7.24
CA21101001-06,Light,Lux,Good,2021-12-01T20:15,480
FH21101001,pH,pH,Good,2021-12-01T20:20,7.21
FH21101001,TVOC,ppm,Good,2021-12-01T20:20,32
FH21101002,Temperature,oC,Good,2021-12-01T20:20,25.9
FH21101001,Light,Lux,Good,2021-12-01T20:20,560
FH21101002,TVOC,ppm,Good,2021-12-01T20:20,33
FH21101002,Humidity,%,Good,2021-12-01T20:20,68
FH21101001,Temperature,oC,Good,2021-12-01T20:20,25.4
FH21101001,Velocity,m/s,Good,2021-12-01T20:20,0.92
FH21101003,Temperature,oC,Good,2021-12-01T20:20,25.4
FH21101003,TVOC,ppm,Good,2021-12-01T20:20,50
FH21101002,Velocity,m/s,Good,2021-12-01T20:20,0.65
FH21101003,Velocity,m/s,Good,2021-12-01T20:20,0.32
FH21101003,pH,pH,Good,2021-12-01T20:20,6.15
FH21101002,pH,pH,Good,2021-12-01T20:20,5.29
FH21101003,Light,Lux,Good,2021-12-01T20:20,436
